"Plot Title:  10570397"
"#","Date Time, GMT+00:00","Temp, °C (LGR S/N: 10570397, SEN S/N: 10570397)","RH, % (LGR S/N: 10570397, SEN S/N: 10570397)","DewPt, °C (LGR S/N: 10570397, SEN S/N: 10570397)","Coupler Detached (LGR S/N: 10570397)","End Of File (LGR S/N: 10570397)"
1,07/06/18 11:23:00 AM,26.524,41.503,12.736,Logged,
2,07/06/18 11:23:10 AM,26.524,41.404,12.699,,
3,07/06/18 11:23:20 AM,26.524,41.536,12.748,,
4,07/06/18 11:23:30 AM,26.524,41.240,12.638,,
5,07/06/18 11:23:40 AM,26.524,40.319,12.293,,
6,07/06/18 11:23:50 AM,26.524,40.648,12.417,,
7,07/06/18 11:24:00 AM,26.524,41.798,12.844,,
8,07/06/18 11:24:10 AM,26.524,41.995,12.916,,
9,07/06/18 11:24:20 AM,26.549,41.637,12.807,,
10,07/06/18 11:24:30 AM,26.549,41.341,12.698,,
11,07/06/18 11:24:40 AM,26.573,41.180,12.660,,
12,07/06/18 11:24:50 AM,26.573,41.048,12.611,,
13,07/06/18 11:25:00 AM,26.598,40.985,12.609,,
14,07/06/18 11:25:10 AM,26.598,40.919,12.585,,
15,07/06/18 11:25:20 AM,26.622,40.856,12.583,,
16,07/06/18 11:25:30 AM,26.622,40.823,12.571,,
17,07/06/18 11:25:40 AM,26.646,40.793,12.581,,
18,07/06/18 11:25:50 AM,26.646,40.760,12.569,,
19,07/06/18 11:26:00 AM,26.671,40.730,12.579,,
20,07/06/18 11:26:10 AM,26.671,40.730,12.579,,
21,07/06/18 11:26:20 AM,26.695,40.700,12.590,,
22,07/06/18 11:26:30 AM,26.695,40.667,12.578,,
23,07/06/18 11:26:40 AM,26.720,40.669,12.600,,
24,07/06/18 11:26:50 AM,26.720,40.669,12.600,,
25,07/06/18 11:27:00 AM,26.720,40.636,12.588,,
26,07/06/18 11:27:10 AM,26.720,40.603,12.576,,
27,07/06/18 11:27:20 AM,26.744,40.606,12.599,,
28,07/06/18 11:27:30 AM,26.744,40.573,12.586,,
29,07/06/18 11:27:40 AM,26.744,40.540,12.574,,
30,07/06/18 11:27:50 AM,26.769,40.543,12.597,,
31,07/06/18 11:28:00 AM,26.769,40.510,12.584,,
32,07/06/18 11:28:10 AM,26.769,40.510,12.584,,
33,07/06/18 11:28:20 AM,26.769,40.477,12.572,,
34,07/06/18 11:28:30 AM,26.769,40.477,12.572,,
35,07/06/18 11:28:40 AM,26.769,40.444,12.559,,
36,07/06/18 11:28:50 AM,26.769,40.411,12.547,,
37,07/06/18 11:29:00 AM,26.769,40.411,12.547,,
38,07/06/18 11:29:10 AM,26.769,40.378,12.534,,
39,07/06/18 11:29:20 AM,26.769,40.345,12.522,,
40,07/06/18 11:29:30 AM,26.769,40.345,12.522,,
41,07/06/18 11:29:40 AM,26.769,40.345,12.522,,
42,07/06/18 11:29:50 AM,26.769,40.345,12.522,,
43,07/06/18 11:30:00 AM,26.793,40.348,12.545,,
44,07/06/18 11:30:10 AM,26.793,40.282,12.520,,
45,07/06/18 11:30:20 AM,26.793,40.282,12.520,,
46,07/06/18 11:30:30 AM,26.769,40.279,12.497,,
47,07/06/18 11:30:40 AM,26.769,40.213,12.472,,
48,07/06/18 11:30:50 AM,26.769,40.213,12.472,,
49,07/06/18 11:31:00 AM,26.769,40.213,12.472,,
50,07/06/18 11:31:10 AM,26.769,40.180,12.459,,
51,07/06/18 11:31:20 AM,26.769,40.147,12.446,,
52,07/06/18 11:31:30 AM,26.769,40.147,12.446,,
53,07/06/18 11:31:40 AM,26.769,40.147,12.446,,
54,07/06/18 11:31:50 AM,26.769,40.147,12.446,,
55,07/06/18 11:32:00 AM,26.769,40.114,12.434,,
56,07/06/18 11:32:10 AM,26.769,40.081,12.421,,
57,07/06/18 11:32:20 AM,26.769,40.081,12.421,,
58,07/06/18 11:32:30 AM,26.769,40.048,12.409,,
59,07/06/18 11:32:40 AM,26.769,40.015,12.396,,
60,07/06/18 11:32:50 AM,26.769,40.015,12.396,,
61,07/06/18 11:33:00 AM,26.769,40.015,12.396,,
62,07/06/18 11:33:10 AM,26.744,40.013,12.373,,
63,07/06/18 11:33:20 AM,26.744,39.980,12.360,,
64,07/06/18 11:33:30 AM,26.744,39.947,12.348,,
65,07/06/18 11:33:40 AM,26.744,39.947,12.348,,
66,07/06/18 11:33:50 AM,26.744,39.914,12.335,,
67,07/06/18 11:34:00 AM,26.744,39.881,12.322,,
68,07/06/18 11:34:10 AM,26.744,39.881,12.322,,
69,07/06/18 11:34:20 AM,26.720,39.878,12.300,,
70,07/06/18 11:34:30 AM,26.720,39.878,12.300,,
71,07/06/18 11:34:40 AM,26.720,39.812,12.274,,
72,07/06/18 11:34:50 AM,26.720,39.812,12.274,,
73,07/06/18 11:35:00 AM,26.720,39.812,12.274,,
74,07/06/18 11:35:10 AM,26.720,39.812,12.274,,
75,07/06/18 11:35:20 AM,26.720,39.746,12.249,,
76,07/06/18 11:35:30 AM,26.720,39.746,12.249,,
77,07/06/18 11:35:40 AM,26.695,39.776,12.239,,
78,07/06/18 11:35:50 AM,26.695,39.743,12.226,,
79,07/06/18 11:36:00 AM,26.695,39.743,12.226,,
80,07/06/18 11:36:10 AM,26.695,39.743,12.226,,
81,07/06/18 11:36:20 AM,26.695,39.710,12.213,,
82,07/06/18 11:36:30 AM,26.671,39.741,12.203,,
83,07/06/18 11:36:40 AM,26.671,39.708,12.190,,
84,07/06/18 11:36:50 AM,26.671,39.675,12.178,,
85,07/06/18 11:37:00 AM,26.671,39.675,12.178,,
86,07/06/18 11:37:10 AM,26.671,39.675,12.178,,
87,07/06/18 11:37:20 AM,26.671,39.675,12.178,,
88,07/06/18 11:37:30 AM,26.671,39.675,12.178,,
89,07/06/18 11:37:40 AM,26.671,39.675,12.178,,
90,07/06/18 11:37:50 AM,26.646,39.639,12.142,,
91,07/06/18 11:38:00 AM,26.646,39.672,12.155,,
92,07/06/18 11:38:10 AM,26.646,39.639,12.142,,
93,07/06/18 11:38:20 AM,26.646,39.639,12.142,,
94,07/06/18 11:38:30 AM,26.646,39.639,12.142,,
95,07/06/18 11:38:40 AM,26.646,39.606,12.129,,
96,07/06/18 11:38:50 AM,26.622,39.604,12.106,,
97,07/06/18 11:39:00 AM,26.622,39.604,12.106,,
98,07/06/18 11:39:10 AM,26.622,39.604,12.106,,
99,07/06/18 11:39:20 AM,26.622,39.604,12.106,,
100,07/06/18 11:39:30 AM,26.622,39.604,12.106,,
101,07/06/18 11:39:40 AM,26.622,39.604,12.106,,
102,07/06/18 11:39:50 AM,26.622,39.570,12.094,,
103,07/06/18 11:40:00 AM,26.622,39.570,12.094,,
104,07/06/18 11:40:10 AM,26.622,39.537,12.081,,
105,07/06/18 11:40:20 AM,26.598,39.535,12.058,,
106,07/06/18 11:40:30 AM,26.598,39.535,12.058,,
107,07/06/18 11:40:40 AM,26.598,39.535,12.058,,
108,07/06/18 11:40:50 AM,26.598,39.535,12.058,,
109,07/06/18 11:41:00 AM,26.598,39.502,12.045,,
110,07/06/18 11:41:10 AM,26.598,39.502,12.045,,
111,07/06/18 11:41:20 AM,26.598,39.535,12.058,,
112,07/06/18 11:41:30 AM,26.573,39.499,12.022,,
113,07/06/18 11:41:40 AM,26.573,39.466,12.010,,
114,07/06/18 11:41:50 AM,26.573,39.466,12.010,,
115,07/06/18 11:42:00 AM,26.573,39.466,12.010,,
116,07/06/18 11:42:10 AM,26.573,39.466,12.010,,
117,07/06/18 11:42:20 AM,26.573,39.466,12.010,,
118,07/06/18 11:42:30 AM,26.573,39.433,11.997,,
119,07/06/18 11:42:40 AM,26.573,39.433,11.997,,
120,07/06/18 11:42:50 AM,26.573,39.400,11.984,,
121,07/06/18 11:43:00 AM,26.573,39.400,11.984,,
122,07/06/18 11:43:10 AM,26.573,39.400,11.984,,
123,07/06/18 11:43:20 AM,26.549,39.398,11.961,,
124,07/06/18 11:43:30 AM,26.549,39.398,11.961,,
125,07/06/18 11:43:40 AM,26.549,39.365,11.948,,
126,07/06/18 11:43:50 AM,26.549,39.365,11.948,,
127,07/06/18 11:44:00 AM,26.549,39.365,11.948,,
128,07/06/18 11:44:10 AM,26.549,39.332,11.936,,
129,07/06/18 11:44:20 AM,26.549,39.365,11.948,,
130,07/06/18 11:44:30 AM,26.549,39.332,11.936,,
131,07/06/18 11:44:40 AM,26.549,39.332,11.936,,
132,07/06/18 11:44:50 AM,26.549,39.332,11.936,,
133,07/06/18 11:45:00 AM,26.524,39.329,11.913,,
134,07/06/18 11:45:10 AM,26.524,39.329,11.913,,
135,07/06/18 11:45:20 AM,26.524,39.296,11.900,,
136,07/06/18 11:45:30 AM,26.524,39.329,11.913,,
137,07/06/18 11:45:40 AM,26.524,39.329,11.913,,
138,07/06/18 11:45:50 AM,26.524,39.296,11.900,,
139,07/06/18 11:46:00 AM,26.524,39.329,11.913,,
140,07/06/18 11:46:10 AM,26.524,39.263,11.887,,
141,07/06/18 11:46:20 AM,26.524,39.296,11.900,,
142,07/06/18 11:46:30 AM,26.524,39.296,11.900,,
143,07/06/18 11:46:40 AM,26.500,39.293,11.877,,
144,07/06/18 11:46:50 AM,26.524,39.263,11.887,,
145,07/06/18 11:47:00 AM,26.500,39.260,11.864,,
146,07/06/18 11:47:10 AM,26.500,39.293,11.877,,
147,07/06/18 11:47:20 AM,26.500,39.260,11.864,,
148,07/06/18 11:47:30 AM,26.500,39.260,11.864,,
149,07/06/18 11:47:40 AM,26.500,39.260,11.864,,
150,07/06/18 11:47:50 AM,26.500,39.260,11.864,,
151,07/06/18 11:48:00 AM,26.500,39.260,11.864,,
152,07/06/18 11:48:10 AM,26.500,39.227,11.851,,
153,07/06/18 11:48:20 AM,26.500,39.260,11.864,,
154,07/06/18 11:48:30 AM,26.500,39.260,11.864,,
155,07/06/18 11:48:40 AM,26.500,39.194,11.839,,
156,07/06/18 11:48:50 AM,26.500,39.194,11.839,,
157,07/06/18 11:49:00 AM,26.500,39.227,11.851,,
158,07/06/18 11:49:10 AM,26.500,39.194,11.839,,
159,07/06/18 11:49:20 AM,26.475,39.192,11.816,,
160,07/06/18 11:49:30 AM,26.475,39.159,11.803,,
161,07/06/18 11:49:40 AM,26.475,39.192,11.816,,
162,07/06/18 11:49:50 AM,26.475,39.192,11.816,,
163,07/06/18 11:50:00 AM,26.475,39.159,11.803,,
164,07/06/18 11:50:10 AM,26.475,39.159,11.803,,
165,07/06/18 11:50:20 AM,26.475,39.159,11.803,,
166,07/06/18 11:50:30 AM,26.475,39.159,11.803,,
167,07/06/18 11:50:40 AM,26.475,39.126,11.790,,
168,07/06/18 11:50:50 AM,26.475,39.126,11.790,,
169,07/06/18 11:51:00 AM,26.475,39.126,11.790,,
170,07/06/18 11:51:10 AM,26.475,39.126,11.790,,
171,07/06/18 11:51:20 AM,26.475,39.126,11.790,,
172,07/06/18 11:51:30 AM,26.475,39.126,11.790,,
173,07/06/18 11:51:40 AM,26.475,39.126,11.790,,
174,07/06/18 11:51:50 AM,26.475,39.126,11.790,,
175,07/06/18 11:52:00 AM,26.475,39.092,11.777,,
176,07/06/18 11:52:10 AM,26.475,39.092,11.777,,
177,07/06/18 11:52:20 AM,26.475,39.092,11.777,,
178,07/06/18 11:52:30 AM,26.475,39.059,11.764,,
179,07/06/18 11:52:40 AM,26.475,39.059,11.764,,
180,07/06/18 11:52:50 AM,26.451,39.057,11.741,,
181,07/06/18 11:53:00 AM,26.475,39.059,11.764,,
182,07/06/18 11:53:10 AM,26.451,39.057,11.741,,
183,07/06/18 11:53:20 AM,26.451,39.024,11.728,,
184,07/06/18 11:53:30 AM,26.451,39.024,11.728,,
185,07/06/18 11:53:40 AM,26.451,38.991,11.716,,
186,07/06/18 11:53:50 AM,26.451,39.024,11.728,,
187,07/06/18 11:54:00 AM,26.451,38.991,11.716,,
188,07/06/18 11:54:10 AM,26.451,38.991,11.716,,
189,07/06/18 11:54:20 AM,26.451,38.991,11.716,,
190,07/06/18 11:54:30 AM,26.451,38.991,11.716,,
191,07/06/18 11:54:40 AM,26.451,39.057,11.741,,
192,07/06/18 11:54:50 AM,26.451,39.123,11.767,,
193,07/06/18 11:55:00 AM,26.451,39.156,11.780,,
194,07/06/18 11:55:10 AM,26.451,39.255,11.819,,
195,07/06/18 11:55:20 AM,26.451,39.288,11.832,,
196,07/06/18 11:55:30 AM,26.451,39.387,11.870,,
197,07/06/18 11:55:40 AM,26.451,39.519,11.921,,
198,07/06/18 11:55:50 AM,26.475,39.555,11.957,,
199,07/06/18 11:56:00 AM,26.475,39.588,11.969,,
200,07/06/18 11:56:10 AM,26.475,39.654,11.995,,
201,07/06/18 11:56:20 AM,26.475,39.654,11.995,,
202,07/06/18 11:56:30 AM,26.475,39.687,12.008,,
203,07/06/18 11:56:40 AM,26.475,39.720,12.020,,
204,07/06/18 11:56:50 AM,26.475,39.687,12.008,,
205,07/06/18 11:57:00 AM,26.475,39.720,12.020,,
206,07/06/18 11:57:10 AM,26.500,39.756,12.056,,
207,07/06/18 11:57:20 AM,26.500,39.789,12.069,,
208,07/06/18 11:57:30 AM,26.500,39.855,12.094,,
209,07/06/18 11:57:40 AM,26.500,39.855,12.094,,
210,07/06/18 11:57:50 AM,26.500,39.921,12.119,,
211,07/06/18 11:58:00 AM,26.524,39.923,12.142,,
212,07/06/18 11:58:10 AM,26.524,39.989,12.167,,
213,07/06/18 11:58:20 AM,26.524,40.055,12.192,,
214,07/06/18 11:58:30 AM,26.524,40.088,12.205,,
215,07/06/18 11:58:40 AM,26.549,40.157,12.253,,
216,07/06/18 11:58:50 AM,26.549,40.190,12.266,,
217,07/06/18 11:59:00 AM,26.549,40.256,12.291,,
218,07/06/18 11:59:10 AM,26.549,40.256,12.291,,
219,07/06/18 11:59:20 AM,26.573,40.291,12.326,,
220,07/06/18 11:59:30 AM,26.573,40.390,12.364,,
221,07/06/18 11:59:40 AM,26.573,40.489,12.401,,
222,07/06/18 11:59:50 AM,26.598,40.623,12.474,,
223,07/06/18 12:00:00 PM,26.598,40.755,12.523,,
224,07/06/18 12:00:10 PM,26.622,40.922,12.608,,
225,07/06/18 12:00:20 PM,26.622,41.119,12.681,,
226,07/06/18 12:00:30 PM,26.622,41.317,12.755,,
227,07/06/18 12:00:40 PM,26.646,41.516,12.850,,
228,07/06/18 12:00:50 PM,26.671,41.716,12.946,,
229,07/06/18 12:01:00 PM,26.671,41.913,13.018,,
230,07/06/18 12:01:10 PM,26.695,42.178,13.137,,
231,07/06/18 12:01:20 PM,26.720,42.476,13.267,,
232,07/06/18 12:01:30 PM,26.720,42.836,13.396,,
233,07/06/18 12:01:40 PM,26.744,42.969,13.466,,
234,07/06/18 12:01:50 PM,26.769,43.201,13.571,,
235,07/06/18 12:02:00 PM,26.818,43.925,13.870,,
236,07/06/18 12:02:10 PM,26.842,45.003,14.265,,
237,07/06/18 12:02:20 PM,26.867,45.331,14.399,,
238,07/06/18 12:02:30 PM,26.916,45.467,14.490,,
239,07/06/18 12:02:40 PM,26.940,45.535,14.535,,
240,07/06/18 12:02:50 PM,26.989,45.605,14.604,,
241,07/06/18 12:03:00 PM,27.014,45.641,14.638,,
242,07/06/18 12:03:10 PM,27.063,45.679,14.695,,
243,07/06/18 12:03:20 PM,27.112,45.718,14.753,,
244,07/06/18 12:03:30 PM,27.136,45.753,14.787,,
245,07/06/18 12:03:40 PM,27.186,45.791,14.845,,
246,07/06/18 12:03:50 PM,27.210,45.827,14.879,,
247,07/06/18 12:04:00 PM,27.259,45.865,14.937,,
248,07/06/18 12:04:10 PM,27.308,45.904,14.994,,
249,07/06/18 12:04:20 PM,27.333,45.939,15.029,,
250,07/06/18 12:04:30 PM,27.382,45.977,15.086,,
251,07/06/18 12:04:40 PM,27.407,45.980,15.110,,
252,07/06/18 12:04:50 PM,27.456,46.051,15.178,,
253,07/06/18 12:05:00 PM,27.481,46.054,15.202,,
254,07/06/18 12:05:10 PM,27.505,46.090,15.236,,
255,07/06/18 12:05:20 PM,27.554,46.128,15.294,,
256,07/06/18 12:05:30 PM,27.579,46.164,15.328,,
257,07/06/18 12:05:40 PM,27.604,46.199,15.362,,
258,07/06/18 12:05:50 PM,27.653,46.205,15.409,,
259,07/06/18 12:06:00 PM,27.677,46.273,15.454,,
260,07/06/18 12:06:10 PM,27.702,46.276,15.478,,
261,07/06/18 12:06:20 PM,27.751,46.282,15.525,,
262,07/06/18 12:06:30 PM,27.776,46.317,15.559,,
263,07/06/18 12:06:40 PM,27.801,46.320,15.582,,
264,07/06/18 12:06:50 PM,27.850,46.359,15.640,,
265,07/06/18 12:07:00 PM,27.875,46.362,15.664,,
266,07/06/18 12:07:10 PM,27.899,46.365,15.687,,
267,07/06/18 12:07:20 PM,27.924,46.368,15.711,,
268,07/06/18 12:07:30 PM,27.949,46.403,15.745,,
269,07/06/18 12:07:40 PM,27.998,46.409,15.792,,
270,07/06/18 12:07:50 PM,28.023,46.445,15.826,,
271,07/06/18 12:08:00 PM,28.048,46.448,15.850,,
272,07/06/18 12:08:10 PM,28.072,46.451,15.873,,
273,07/06/18 12:08:20 PM,28.097,46.454,15.897,,
274,07/06/18 12:08:30 PM,28.122,46.457,15.921,,
275,07/06/18 12:08:40 PM,28.147,46.427,15.933,,
276,07/06/18 12:08:50 PM,28.171,46.430,15.957,,
277,07/06/18 12:09:00 PM,28.196,46.401,15.969,,
278,07/06/18 12:09:10 PM,28.245,46.407,16.016,,
279,07/06/18 12:09:20 PM,28.270,46.410,16.040,,
280,07/06/18 12:09:30 PM,28.295,46.380,16.053,,
281,07/06/18 12:09:40 PM,28.320,46.351,16.065,,
282,07/06/18 12:09:50 PM,28.345,46.386,16.100,,
283,07/06/18 12:10:00 PM,28.369,46.422,16.134,,
284,07/06/18 12:10:10 PM,28.394,46.523,16.191,,
285,07/06/18 12:10:20 PM,28.419,46.753,16.290,,
286,07/06/18 12:10:30 PM,28.444,47.016,16.400,,
287,07/06/18 12:10:40 PM,28.468,47.408,16.552,,
288,07/06/18 12:10:50 PM,28.518,47.933,16.769,,
289,07/06/18 12:11:00 PM,28.543,48.486,16.971,,
290,07/06/18 12:11:10 PM,28.568,49.103,17.191,,
291,07/06/18 12:11:20 PM,28.617,49.690,17.423,,
292,07/06/18 12:11:30 PM,28.667,50.244,17.641,,
293,07/06/18 12:11:40 PM,28.692,50.730,17.815,,
294,07/06/18 12:11:50 PM,28.742,50.961,17.932,,
295,07/06/18 12:12:00 PM,28.791,51.192,18.048,,
296,07/06/18 12:12:10 PM,28.841,51.327,18.136,,
297,07/06/18 12:12:20 PM,28.891,51.366,18.193,,
298,07/06/18 12:12:30 PM,28.941,51.341,18.231,,
299,07/06/18 12:12:40 PM,29.015,51.351,18.303,,
300,07/06/18 12:12:50 PM,29.065,51.389,18.361,,
301,07/06/18 12:13:00 PM,29.115,51.428,18.419,,
302,07/06/18 12:13:10 PM,29.190,51.374,18.471,,
303,07/06/18 12:13:20 PM,29.240,51.252,18.480,,
304,07/06/18 12:13:30 PM,29.290,51.066,18.469,,
305,07/06/18 12:13:40 PM,29.340,50.815,18.438,,
306,07/06/18 12:13:50 PM,29.414,50.535,18.420,,
307,07/06/18 12:14:00 PM,29.464,50.252,18.377,,
308,07/06/18 12:14:10 PM,29.540,49.939,18.348,,
309,07/06/18 12:14:20 PM,29.590,49.558,18.274,,
310,07/06/18 12:14:30 PM,29.640,49.241,18.218,,
311,07/06/18 12:14:40 PM,29.690,48.859,18.142,,
312,07/06/18 12:14:50 PM,29.740,48.476,18.064,,
313,07/06/18 12:15:00 PM,29.790,48.157,18.006,,
314,07/06/18 12:15:10 PM,29.840,47.774,17.926,,
315,07/06/18 12:15:20 PM,29.890,47.454,17.866,,
316,07/06/18 12:15:30 PM,29.941,47.102,17.794,,
317,07/06/18 12:15:40 PM,29.966,46.747,17.698,,
318,07/06/18 12:15:50 PM,30.016,46.459,17.646,,
319,07/06/18 12:16:00 PM,30.041,46.168,17.570,,
320,07/06/18 12:16:10 PM,30.091,45.847,17.506,,
321,07/06/18 12:16:20 PM,30.117,45.522,17.416,,
322,07/06/18 12:16:30 PM,30.142,45.263,17.349,,
323,07/06/18 12:16:40 PM,30.167,45.003,17.281,,
324,07/06/18 12:16:50 PM,30.192,44.743,17.213,,
325,07/06/18 12:17:00 PM,30.243,44.486,17.168,,
326,07/06/18 12:17:10 PM,30.243,44.223,17.074,,
327,07/06/18 12:17:20 PM,30.268,44.029,17.027,,
328,07/06/18 12:17:30 PM,30.293,43.834,16.980,,
329,07/06/18 12:17:40 PM,30.318,43.606,16.921,,
330,07/06/18 12:17:50 PM,30.343,43.411,16.873,,
331,07/06/18 12:18:00 PM,30.343,43.213,16.801,,
332,07/06/18 12:18:10 PM,30.369,43.051,16.764,,
333,07/06/18 12:18:20 PM,30.369,42.919,16.716,,
334,07/06/18 12:18:30 PM,30.394,42.723,16.667,,
335,07/06/18 12:18:40 PM,30.394,42.558,16.605,,
336,07/06/18 12:18:50 PM,30.394,42.392,16.544,,
337,07/06/18 12:19:00 PM,30.419,42.263,16.518,,
338,07/06/18 12:19:10 PM,30.419,42.097,16.457,,
339,07/06/18 12:19:20 PM,30.419,41.964,16.407,,
340,07/06/18 12:19:30 PM,30.419,41.832,16.357,,
341,07/06/18 12:19:40 PM,30.444,41.702,16.331,,
342,07/06/18 12:19:50 PM,30.444,41.536,16.268,,
343,07/06/18 12:20:00 PM,30.444,41.470,16.243,,
344,07/06/18 12:20:10 PM,30.444,41.337,16.192,,
345,07/06/18 12:20:20 PM,30.444,41.204,16.141,,
346,07/06/18 12:20:30 PM,30.444,41.138,16.116,,
347,07/06/18 12:20:40 PM,30.444,41.005,16.065,,
348,07/06/18 12:20:50 PM,30.444,40.938,16.039,,
349,07/06/18 12:21:00 PM,30.444,40.872,16.014,,
350,07/06/18 12:21:10 PM,30.444,40.805,15.988,,
351,07/06/18 12:21:20 PM,30.444,40.772,15.975,,
352,07/06/18 12:21:30 PM,30.444,40.705,15.950,,
353,07/06/18 12:21:40 PM,30.419,40.670,15.913,,
354,07/06/18 12:21:50 PM,30.419,40.636,15.900,,
355,07/06/18 12:22:00 PM,30.419,40.603,15.887,,
356,07/06/18 12:22:10 PM,30.419,40.603,15.887,,
357,07/06/18 12:22:20 PM,30.419,40.603,15.887,,
358,07/06/18 12:22:30 PM,30.419,40.536,15.862,,
359,07/06/18 12:22:40 PM,30.394,40.534,15.838,,
360,07/06/18 12:22:50 PM,30.394,40.534,15.838,,
361,07/06/18 12:23:00 PM,30.394,40.467,15.812,,
362,07/06/18 12:23:10 PM,30.394,40.467,15.812,,
363,07/06/18 12:23:20 PM,30.394,40.434,15.799,,
364,07/06/18 12:23:30 PM,30.394,40.401,15.786,,
365,07/06/18 12:23:40 PM,30.369,40.365,15.750,,
366,07/06/18 12:23:50 PM,30.369,40.365,15.750,,
367,07/06/18 12:24:00 PM,30.369,40.331,15.737,,
368,07/06/18 12:24:10 PM,30.343,40.329,15.713,,
369,07/06/18 12:24:20 PM,30.343,40.329,15.713,,
370,07/06/18 12:24:30 PM,30.343,40.329,15.713,,
371,07/06/18 12:24:40 PM,30.343,40.329,15.713,,
372,07/06/18 12:24:50 PM,30.343,40.329,15.713,,
373,07/06/18 12:25:00 PM,30.343,40.462,15.765,,
374,07/06/18 12:25:10 PM,30.343,40.595,15.817,,
375,07/06/18 12:25:20 PM,30.343,40.794,15.894,,
376,07/06/18 12:25:30 PM,30.318,41.058,15.972,,
377,07/06/18 12:25:40 PM,30.318,41.257,16.048,,
378,07/06/18 12:25:50 PM,30.318,41.456,16.124,,
379,07/06/18 12:26:00 PM,30.318,41.589,16.175,,
380,07/06/18 12:26:10 PM,30.318,41.655,16.200,,
381,07/06/18 12:26:20 PM,30.318,41.788,16.250,,
382,07/06/18 12:26:30 PM,30.343,41.890,16.311,,
383,07/06/18 12:26:40 PM,30.343,41.923,16.323,,
384,07/06/18 12:26:50 PM,30.343,41.989,16.348,,
385,07/06/18 12:27:00 PM,30.343,42.056,16.373,,
386,07/06/18 12:27:10 PM,30.343,42.089,16.385,,
387,07/06/18 12:27:20 PM,30.343,42.122,16.398,,
388,07/06/18 12:27:30 PM,30.343,42.188,16.423,,
389,07/06/18 12:27:40 PM,30.369,42.224,16.459,,
390,07/06/18 12:27:50 PM,30.369,42.257,16.471,,
391,07/06/18 12:28:00 PM,30.394,42.293,16.507,,
392,07/06/18 12:28:10 PM,30.394,42.326,16.519,,
393,07/06/18 12:28:20 PM,30.394,42.359,16.532,,
394,07/06/18 12:28:30 PM,30.394,42.359,16.532,,
395,07/06/18 12:28:40 PM,30.419,42.395,16.568,,
396,07/06/18 12:28:50 PM,30.419,42.428,16.580,,
397,07/06/18 12:29:00 PM,30.444,42.464,16.616,,
398,07/06/18 12:29:10 PM,30.444,42.530,16.641,,
399,07/06/18 12:29:20 PM,30.444,42.530,16.641,,
400,07/06/18 12:29:30 PM,30.469,42.533,16.664,,
401,07/06/18 12:29:40 PM,30.469,42.599,16.689,,
402,07/06/18 12:29:50 PM,30.495,42.602,16.713,,
403,07/06/18 12:30:00 PM,30.495,42.602,16.713,,
404,07/06/18 12:30:10 PM,30.495,42.635,16.725,,
405,07/06/18 12:30:20 PM,30.520,42.671,16.761,,
406,07/06/18 12:30:30 PM,30.520,42.704,16.773,,
407,07/06/18 12:30:40 PM,30.545,42.707,16.797,,
408,07/06/18 12:30:50 PM,30.545,42.740,16.809,,
409,07/06/18 12:31:00 PM,30.545,42.740,16.809,,
410,07/06/18 12:31:10 PM,30.571,42.743,16.833,,
411,07/06/18 12:31:20 PM,30.571,42.743,16.833,,
412,07/06/18 12:31:30 PM,30.596,42.812,16.881,,
413,07/06/18 12:31:40 PM,30.596,42.812,16.881,,
414,07/06/18 12:31:50 PM,30.621,42.815,16.905,,
415,07/06/18 12:32:00 PM,30.621,42.815,16.905,,
416,07/06/18 12:32:10 PM,30.646,42.817,16.929,,
417,07/06/18 12:32:20 PM,30.646,42.817,16.929,,
418,07/06/18 12:32:30 PM,30.646,42.851,16.941,,
419,07/06/18 12:32:40 PM,30.672,42.853,16.965,,
420,07/06/18 12:32:50 PM,30.697,42.823,16.976,,
421,07/06/18 12:33:00 PM,30.697,42.823,16.976,,
422,07/06/18 12:33:10 PM,30.697,42.889,17.001,,
423,07/06/18 12:33:20 PM,30.722,42.859,17.013,,
424,07/06/18 12:33:30 PM,30.722,42.892,17.025,,
425,07/06/18 12:33:40 PM,30.748,42.928,17.061,,
426,07/06/18 12:33:50 PM,30.748,42.961,17.073,,
427,07/06/18 12:34:00 PM,30.773,43.096,17.145,,
428,07/06/18 12:34:10 PM,30.773,43.328,17.230,,
429,07/06/18 12:34:20 PM,30.798,43.562,17.338,,
430,07/06/18 12:34:30 PM,30.798,43.727,17.398,,
431,07/06/18 12:34:40 PM,30.824,43.895,17.482,,
432,07/06/18 12:34:50 PM,30.849,44.161,17.600,,
433,07/06/18 12:35:00 PM,30.874,44.428,17.719,,
434,07/06/18 12:35:10 PM,30.900,44.793,17.871,,
435,07/06/18 12:35:20 PM,30.900,45.221,18.022,,
436,07/06/18 12:35:30 PM,30.925,45.618,18.184,,
437,07/06/18 12:35:40 PM,30.950,45.884,18.299,,
438,07/06/18 12:35:50 PM,31.001,45.988,18.381,,
439,07/06/18 12:36:00 PM,31.001,45.988,18.381,,
440,07/06/18 12:36:10 PM,31.052,45.961,18.418,,
441,07/06/18 12:36:20 PM,31.077,45.833,18.396,,
442,07/06/18 12:36:30 PM,31.103,45.639,18.352,,
443,07/06/18 12:36:40 PM,31.128,45.445,18.308,,
444,07/06/18 12:36:50 PM,31.153,45.218,18.251,,
445,07/06/18 12:37:00 PM,31.204,45.026,18.230,,
446,07/06/18 12:37:10 PM,31.230,44.799,18.172,,
